,"Дата, время начала","НЯ, ОЯ, КНЯ",Тип явления,Критерий,чрезвычайная пожарная опасность,заморозки,сильный ветер,сильный дождь,сильное гололедно-изморозевое отложение на проводах,аномально жаркая погода,налипание мокрого снега при сильном ветре,гололед,сильный мокрый снег,сильный снег,половодье,паводок,шквал,аномально холодная погода,сильный мороз,град,ливень,сильный ливень,туман
1692,2018-04-29,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,2018-04-30,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,2018-05-01,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,2018-05-02,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,2018-05-03,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,2018-05-04,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,2018-05-05,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,2018-05-06,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,2018-05-07,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,2018-05-08,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3818,2018-05-09,ОЯ,Метеорологическое, Очень сильный дождь,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,2018-05-09,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,2018-05-10,ОЯ,Агрометеорологическое, Заморозки,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,2018-05-11,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,2018-05-12,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,2018-05-12,ОЯ,Агрометеорологическое, Заморозки,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,2018-05-13,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,2018-05-14,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,2018-05-15,ОЯ,Агрометеорологическое, Заморозки,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,2018-05-15,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,2018-05-16,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,2018-05-16,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3822,2018-05-17,ОЯ,Агрометеорологическое, Заморозки,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,2018-05-17,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,2018-05-18,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,2018-05-19,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,2018-05-20,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,2018-05-20,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,2018-05-21,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,2018-05-22,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1668,2018-05-23,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1667,2018-05-24,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3825,2018-05-24,ОЯ,Метеорологическое, Шквал,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3824,2018-05-25,ОЯ,Агрометеорологическое, Заморозки,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1666,2018-05-25,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1665,2018-05-26,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1664,2018-05-27,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1663,2018-05-28,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1662,2018-05-29,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1661,2018-05-30,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3826,2018-05-30,ОЯ,Метеорологическое," Очень сильный ветер , Крупный град",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1660,2018-05-31,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3827,2018-06-01,ОЯ,Агрометеорологическое, Заморозки,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1659,2018-06-01,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1658,2018-06-02,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1657,2018-06-03,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
3828,2018-06-04,ОЯ,Агрометеорологическое, Заморозки,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1656,2018-06-04,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1655,2018-06-05,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
3829,2018-06-05,ОЯ,Метеорологическое," Шквал , Сильный ливень , Крупный град",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1654,2018-06-06,,,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1653,2018-06-07,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
3830,2018-06-07,ОЯ,Агрометеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1652,2018-06-08,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1651,2018-06-09,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1650,2018-06-10,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
3831,2018-06-11,ОЯ,Агрометеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1649,2018-06-11,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1648,2018-06-12,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
1647,2018-06-13,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,2018-06-14,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,2018-06-15,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,2018-06-16,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,2018-06-17,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,2018-06-18,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1641,2018-06-19,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1640,2018-06-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3832,2018-06-20,ОЯ,Метеорологическое," Шквал , Сильный ливень , Сильная метель",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1639,2018-06-21,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1638,2018-06-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1637,2018-06-23,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1636,2018-06-24,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1635,2018-06-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1634,2018-06-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1633,2018-06-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1632,2018-06-28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,2018-06-29,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,2018-06-30,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,2018-07-01,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,2018-07-02,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1627,2018-07-03,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1626,2018-07-04,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3833,2018-07-04,ОЯ,Метеорологическое," Очень сильный ветер , Крупный град",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1625,2018-07-05,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1624,2018-07-06,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3834,2018-07-06,ОЯ,Метеорологическое, Очень сильный дождь,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1623,2018-07-07,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1622,2018-07-08,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3836,2018-07-08,ОЯ,Метеорологическое," Шквал , Очень сильный дождь , Крупный град",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3835,2018-07-09,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1621,2018-07-09,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1620,2018-07-10,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1619,2018-07-11,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3837,2018-07-11,ОЯ,Метеорологическое," Очень сильный ветер , Очень сильный дождь",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1618,2018-07-12,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1617,2018-07-13,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1616,2018-07-14,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1615,2018-07-15,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1614,2018-07-16,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,2018-07-17,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838,2018-07-18,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1612,2018-07-18,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1611,2018-07-19,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,2018-07-20,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,2018-07-21,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,2018-07-22,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,2018-07-23,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3839,2018-07-24,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,2018-07-24,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,2018-07-25,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,2018-07-26,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,2018-07-27,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,2018-07-28,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,2018-07-28,ОЯ,Метеорологическое," Очень сильный ветер , Очень сильный дождь",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3841,2018-07-29,ОЯ,Метеорологическое, Очень сильный дождь,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,2018-07-29,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3842,2018-07-29,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,2018-07-30,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,2018-07-31,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,2018-08-01,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,2018-08-02,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,2018-08-02,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3844,2018-08-03,ОЯ,Метеорологическое, Чрезвычайная пожарная опасность,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,2018-08-03,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,2018-08-03,ОЯ,Метеорологическое, Очень сильный ветер,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,2018-08-04,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,2018-08-05,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,2018-08-06,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3846,2018-08-06,ОЯ,Метеорологическое, Очень сильный дождь,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,2018-08-07,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,2018-08-08,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,2018-08-08,ОЯ,Метеорологическое, Очень сильный дождь,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,2018-08-09,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,2018-08-10,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,2018-08-11,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,2018-08-12,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,2018-08-13,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,2018-08-14,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,2018-08-15,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,2018-08-16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,2018-08-17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,2018-08-18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,2018-08-19,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,2018-08-20,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,2018-08-21,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,2018-08-21,ОЯ,Метеорологическое,Чрезвычайная пожарная опасность,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,2018-08-22,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,2018-08-23,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,2018-08-24,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,2018-08-25,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3849,2018-08-26,ОЯ,Метеорологическое,Чрезвычайная пожарная опасность,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,2018-08-26,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3850,2018-08-27,ОЯ,Агрометеорологическое, Заморозки,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,2018-08-27,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,2018-08-28,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,2018-08-29,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,2018-08-29,ОЯ,Метеорологическое,Чрезвычайная пожарная опасность,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,2018-08-30,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,2018-08-31,НЯ,Агрометеорологическое, Заморозки,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,2018-08-31,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,2018-09-01,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,2018-09-02,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,2018-09-03,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,2018-09-04,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,2018-09-05,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,2018-09-06,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,2018-09-07,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,2018-09-08,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3853,2018-09-09,ОЯ,Агрометеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,2018-09-09,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,2018-09-10,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3854,2018-09-11,ОЯ,Агрометеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,2018-09-11,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,2018-09-12,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,2018-09-13,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3093,2018-09-14,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,2018-09-15,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,2018-09-16,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,2018-09-17,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,2018-09-18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,2018-09-19,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,2018-09-20,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,2018-09-21,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3855,2018-09-22,ОЯ,Агрометеорологическое, Заморозки,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,2018-09-22,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1546,2018-09-23,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,2018-09-24,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,2018-09-25,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,2018-09-26,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,2018-09-27,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,2018-09-28,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,2018-09-29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,2018-09-30,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,2018-10-01,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,2018-10-02,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,2018-10-03,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,2018-10-04,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,2018-10-05,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,2018-10-06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,2018-10-07,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,2018-10-08,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,2018-10-09,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,2018-10-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,2018-10-11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,2018-10-12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,2018-10-13,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,2018-10-14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,2018-10-15,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,2018-10-16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,2018-10-17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,2018-10-18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,2018-10-19,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,2018-10-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,2018-10-21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,2018-10-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,2018-10-23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,2018-10-24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,2018-10-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,2018-10-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,2018-10-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,2018-10-28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,2018-10-29,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,2018-10-30,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,2018-10-31,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,2018-11-01,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,2018-11-02,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,2018-11-03,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,2018-11-04,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,2018-11-05,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,2018-11-06,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,2018-11-07,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,2018-11-08,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,2018-11-09,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,2018-11-10,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,2018-11-11,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,2018-11-12,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,2018-11-13,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,2018-11-14,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,2018-11-15,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,2018-11-16,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,2018-11-17,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,2018-11-18,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,2018-11-19,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,2018-11-20,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,2018-11-21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,2018-11-22,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,2018-11-23,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,2018-11-24,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,2018-11-25,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,2018-11-26,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,2018-11-27,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,2018-11-28,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
